id_cliente,sexo,uf,renda,cidade,nome,data_nascimento
202,M,PE,19080.0,Petrolina,Cliente_00202,1981-06-01 22:48:59
203,F,PE,19096.0,Recife,Cliente_00203,1972-01-26 04:15:35
204,F,DF,2323.0,Brasília,Cliente_00204,1967-06-01 06:52:32
205,M,BA,8584.0,Vitória da Conquista,Cliente_00205,1989-10-01 23:41:25
206,F,GO,13955.0,Anápolis,Cliente_00206,1999-11-02 06:57:10
207,M,PE,12107.0,Petrolina,Cliente_00207,1969-02-27 15:30:21
208,M,MG,18419.0,Juiz de Fora,Cliente_00208,2007-12-06 05:11:22
209,M,DF,15736.0,Brasília,Cliente_00209,1989-05-21 05:11:57
210,F,RS,20894.0,Porto Alegre,Cliente_00210,1996-09-06 03:38:15
211,F,SC,17736.0,Blumenau,Cliente_00211,1956-04-30 03:46:19
212,F,RS,12319.0,Porto Alegre,Cliente_00212,1973-05-28 20:32:27
213,F,RJ,13469.0,Niterói,Cliente_00213,1989-02-20 07:36:45
214,F,BA,18833.0,Vitória da Conquista,Cliente_00214,1963-09-01 21:49:52
215,F,PE,13200.0,Petrolina,Cliente_00215,1979-10-23 07:22:43
216,F,PR,2043.0,Curitiba,Cliente_00216,1982-03-25 15:11:44
217,M,SP,5400.0,São Paulo,Cliente_00217,2007-07-11 14:39:13
218,F,BA,13445.0,Vitória da Conquista,Cliente_00218,1972-04-28 02:18:26
219,M,DF,5724.0,Brasília,Cliente_00219,1973-01-15 01:38:43
220,F,PE,15258.0,Recife,Cliente_00220,1996-06-04 00:52:15
221,F,SC,16449.0,Blumenau,Cliente_00221,1959-12-10 16:05:51
222,F,PE,,Caruaru,Cliente_00222,2003-10-17 08:17:31
223,M,SP,20130.0,Santos,Cliente_00223,1961-09-04 10:26:35
224,M,SC,19720.0,Joinville,Cliente_00224,1973-12-22 10:56:37
225,M,RS,9768.0,Caxias do Sul,Cliente_00225,1988-10-29 11:10:23
226,M,SC,24860.0,Florianópolis,Cliente_00226,1957-12-06 21:50:16
227,F,BA,14313.0,Salvador,Cliente_00227,1958-03-18 21:35:15
228,M,RS,18232.0,Porto Alegre,Cliente_00228,2007-09-29 04:10:08
229,F,PE,6101.0,Recife,Cliente_00229,1978-07-22 07:24:20
230,F,DF,14430.0,Brasília,Cliente_00230,1964-11-19 02:24:15
231,M,GO,5833.0,Rio Verde,Cliente_00231,1999-11-05 08:11:32
232,M,DF,6899.0,Brasília,Cliente_00232,1979-10-09 01:14:00
233,M,PE,23580.0,Caruaru,Cliente_00233,1996-05-21 17:39:49
234,M,SP,19339.0,Santos,Cliente_00234,1989-12-01 14:13:08
235,M,GO,20069.0,Anápolis,Cliente_00235,1996-11-22 05:19:37
236,M,PE,8936.0,Caruaru,Cliente_00236,1984-11-16 22:42:17
237,M,PR,21695.0,Londrina,Cliente_00237,1982-12-04 07:48:20
238,M,BA,16447.0,Vitória da Conquista,Cliente_00238,1964-08-08 10:55:03
239,F,PR,15461.0,Curitiba,Cliente_00239,2002-05-06 01:56:48
240,M,RS,9586.0,Pelotas,Cliente_00240,1997-05-29 04:28:20
241,M,RJ,5182.0,Niterói,Cliente_00241,2003-03-01 11:46:14
242,F,PE,19730.0,Petrolina,Cliente_00242,1973-12-14 18:21:49
243,M,MG,3354.0,Uberlândia,Cliente_00243,1960-12-15 00:37:42
244,F,MG,4485.0,Belo Horizonte,Cliente_00244,1975-11-02 00:12:44
245,F,SC,12317.0,Florianópolis,Cliente_00245,1956-03-29 21:08:09
246,M,DF,20778.0,Brasília,Cliente_00246,1975-03-18 20:43:03
247,F,DF,8996.0,Brasília,Cliente_00247,1992-06-06 15:52:45
248,F,DF,2058.0,Brasília,Cliente_00248,1962-09-19 19:52:26
249,F,PR,20780.0,Maringá,Cliente_00249,2003-08-31 14:38:00
250,F,BA,2754.0,Salvador,Cliente_00250,1960-04-04 23:36:39
251,M,PE,17167.0,Caruaru,Cliente_00251,1995-01-03 08:50:07
252,F,SP,19565.0,Campinas,Cliente_00252,2004-12-27 04:56:39
253,M,SC,17578.0,Florianópolis,Cliente_00253,1974-12-29 19:56:46
254,F,RS,23155.0,Porto Alegre,Cliente_00254,1986-05-29 09:49:45
255,F,GO,11506.0,Goiânia,Cliente_00255,1987-09-30 01:35:58
256,F,RS,7783.0,Pelotas,Cliente_00256,1970-12-06 19:06:07
257,F,PE,10354.0,Petrolina,Cliente_00257,1962-06-27 09:42:11
258,M,RJ,13808.0,Niterói,Cliente_00258,2007-09-12 15:44:03
259,M,DF,4825.0,Brasília,Cliente_00259,1998-05-02 10:38:40
260,F,GO,19125.0,Rio Verde,Cliente_00260,1971-11-23 22:35:17
261,F,PR,4643.0,Maringá,Cliente_00261,1963-06-19 13:00:49
262,M,PE,4537.0,Caruaru,Cliente_00262,1968-08-28 13:27:09
263,F,RJ,13917.0,Niterói,Cliente_00263,1990-04-09 07:50:24
264,F,PR,19665.0,Curitiba,Cliente_00264,2006-08-29 10:18:02
265,F,RJ,6175.0,Rio de Janeiro,Cliente_00265,1987-08-09 09:53:32
266,M,DF,19361.0,Brasília,Cliente_00266,1959-02-20 08:04:43
267,M,PR,8648.0,Maringá,Cliente_00267,1996-11-01 04:38:54
268,M,BA,9051.0,Feira de Santana,Cliente_00268,1981-07-08 09:43:46
269,F,MG,17990.0,Juiz de Fora,Cliente_00269,2003-06-02 17:39:59
270,F,RS,4168.0,Pelotas,Cliente_00270,1964-03-30 02:05:37
271,M,BA,22819.0,Feira de Santana,Cliente_00271,2007-02-01 10:23:24
272,M,GO,19048.0,Anápolis,Cliente_00272,1967-03-09 04:09:46
273,M,SC,16412.0,Joinville,Cliente_00273,1957-11-24 19:41:28
274,M,MG,19041.0,Uberlândia,Cliente_00274,2003-02-01 16:01:35
275,F,BA,3746.0,Vitória da Conquista,Cliente_00275,1958-10-19 09:41:40
276,M,PE,8153.0,Petrolina,Cliente_00276,1959-10-01 04:56:05
277,F,RJ,12633.0,Campos,Cliente_00277,1985-04-14 08:03:33
278,M,GO,9149.0,Anápolis,Cliente_00278,2000-12-25 08:34:55
279,F,PE,18395.0,Recife,Cliente_00279,1969-07-09 09:49:14
280,M,MG,9941.0,Juiz de Fora,Cliente_00280,1968-07-13 12:32:59
281,M,RJ,2388.0,Rio de Janeiro,Cliente_00281,1962-06-06 16:43:51
282,M,GO,10715.0,Goiânia,Cliente_00282,1996-06-26 22:49:17
283,M,SC,10291.0,Florianópolis,Cliente_00283,1987-11-01 06:43:42
284,F,MG,20906.0,Uberlândia,Cliente_00284,1997-03-04 06:08:00
285,M,GO,20414.0,Anápolis,Cliente_00285,1972-12-07 16:45:26
286,F,BA,12575.0,Vitória da Conquista,Cliente_00286,1971-05-28 04:09:05
287,F,GO,24199.0,Rio Verde,Cliente_00287,1956-07-14 04:13:34
288,F,MG,16704.0,Uberlândia,Cliente_00288,1996-01-14 15:51:22
289,F,DF,19948.0,Brasília,Cliente_00289,1962-07-25 15:47:35
290,M,BA,11450.0,Feira de Santana,Cliente_00290,1993-02-10 04:06:51
291,F,PE,6913.0,Recife,Cliente_00291,1977-11-06 19:05:21
292,F,MG,8037.0,Uberlândia,Cliente_00292,1958-06-17 05:46:43
293,F,DF,5069.0,Brasília,Cliente_00293,1974-11-02 01:53:26
294,M,SP,2742.0,Campinas,Cliente_00294,1993-08-27 05:48:44
295,M,SC,5829.0,Joinville,Cliente_00295,1979-01-31 15:02:50
296,M,DF,11987.0,Brasília,Cliente_00296,2000-02-18 08:53:35
297,M,SP,19809.0,Campinas,Cliente_00297,1956-05-01 08:00:44
298,F,RS,4895.0,Porto Alegre,Cliente_00298,1971-08-11 01:38:34
299,F,RJ,18324.0,Campos,Cliente_00299,1966-05-31 13:38:15
300,M,DF,23115.0,Brasília,Cliente_00300,1986-04-11 05:51:13
301,F,PR,20627.0,Curitiba,Cliente_00301,1970-11-10 12:22:58
302,F,SC,9539.0,Joinville,Cliente_00302,1999-06-16 01:22:13
303,F,DF,9698.0,Brasília,Cliente_00303,1970-08-15 23:04:10
304,M,SP,3086.0,Campinas,Cliente_00304,2003-01-05 13:12:54
305,M,PR,18709.0,Maringá,Cliente_00305,1979-04-02 11:42:47
306,F,SC,5324.0,Blumenau,Cliente_00306,2003-03-19 23:27:58
307,M,PR,19152.0,Maringá,Cliente_00307,1997-11-06 15:08:34
308,M,BA,4936.0,Salvador,Cliente_00308,1961-01-09 04:15:34
309,M,SP,9589.0,Santos,Cliente_00309,1964-04-28 02:46:47
310,M,GO,17557.0,Anápolis,Cliente_00310,1973-02-17 21:13:45
311,M,BA,2810.0,Feira de Santana,Cliente_00311,1970-05-09 11:02:38
312,F,SC,11319.0,Joinville,Cliente_00312,1955-09-24 09:53:41
313,M,SC,16965.0,Florianópolis,Cliente_00313,1980-12-05 04:10:59
314,F,MG,14957.0,Juiz de Fora,Cliente_00314,1993-03-09 22:34:04
315,F,SP,1977.0,Santos,Cliente_00315,1989-12-20 12:08:37
316,M,RS,10406.0,Pelotas,Cliente_00316,1969-04-16 20:42:23
317,F,RS,11368.0,Pelotas,Cliente_00317,1973-07-23 01:55:20
318,F,SC,20046.0,Joinville,Cliente_00318,1983-10-23 16:59:30
319,F,RS,2008.0,Porto Alegre,Cliente_00319,1999-06-14 22:03:29
320,M,RJ,8819.0,Campos,Cliente_00320,2001-10-08 16:56:36
321,M,MG,1881.0,Uberlândia,Cliente_00321,1963-06-25 21:12:06
322,F,SC,16787.0,Joinville,Cliente_00322,1987-09-26 03:43:15
323,M,RS,3345.0,Porto Alegre,Cliente_00323,2007-01-18 20:18:18
324,M,SP,14062.0,Santos,Cliente_00324,1965-03-01 00:16:54
325,M,DF,11410.0,Brasília,Cliente_00325,1959-09-01 09:27:13
326,M,GO,6129.0,Goiânia,Cliente_00326,1962-10-30 19:57:47
327,F,BA,7204.0,Vitória da Conquista,Cliente_00327,1985-11-24 18:59:38
328,F,BA,3276.0,Salvador,Cliente_00328,1971-12-26 17:48:12
329,M,RJ,17013.0,Campos,Cliente_00329,1977-01-10 20:08:17
330,M,PR,20168.0,Maringá,Cliente_00330,1983-10-03 20:34:10
331,F,SP,16728.0,São Paulo,Cliente_00331,1974-08-01 00:18:12
332,F,PR,2744.0,Maringá,Cliente_00332,1994-01-19 02:47:18
333,M,MG,2833.0,Belo Horizonte,Cliente_00333,1997-08-28 11:15:24
334,F,GO,5169.0,Goiânia,Cliente_00334,1975-02-16 03:54:55
335,M,MG,19084.0,Juiz de Fora,Cliente_00335,2003-10-18 05:37:15
336,M,SC,19678.0,Blumenau,Cliente_00336,1992-08-20 06:27:50
337,F,SP,17079.0,São Paulo,Cliente_00337,1962-10-22 22:56:26
338,F,SC,24065.0,Joinville,Cliente_00338,1972-07-09 09:25:09
339,M,PE,19338.0,Recife,Cliente_00339,1988-09-24 16:42:35
340,M,RS,3433.0,Caxias do Sul,Cliente_00340,1977-12-30 12:10:08
341,F,BA,2246.0,Feira de Santana,Cliente_00341,1965-07-30 13:31:58
342,M,DF,10532.0,Brasília,Cliente_00342,1965-01-27 13:17:08
343,F,SC,8327.0,Florianópolis,Cliente_00343,1987-02-25 03:09:04
344,M,PR,17697.0,Curitiba,Cliente_00344,1966-03-26 21:03:50
345,F,PE,2292.0,Recife,Cliente_00345,1962-11-08 07:20:19
346,F,BA,8427.0,Feira de Santana,Cliente_00346,1971-02-22 05:34:40
347,F,SC,19151.0,Florianópolis,Cliente_00347,1991-10-02 14:43:03
348,M,PE,11242.0,Recife,Cliente_00348,1995-04-01 04:50:22
349,M,PE,7869.0,Petrolina,Cliente_00349,1968-05-22 23:12:19
350,F,SP,16300.0,Santos,Cliente_00350,2001-03-28 14:31:46
351,M,MG,20574.0,Juiz de Fora,Cliente_00351,1957-12-19 14:37:52
352,F,PE,9374.0,Recife,Cliente_00352,2007-09-08 09:28:35
353,F,RJ,18176.0,Rio de Janeiro,Cliente_00353,2000-05-01 06:51:46
354,M,MG,8364.0,Belo Horizonte,Cliente_00354,1998-01-12 22:37:59
355,M,BA,5522.0,Feira de Santana,Cliente_00355,1962-10-27 07:55:20
